source,record,event_label,duration_stratum,event_hr,basal_start,basal_end,approach_start,approach_end,path,detector,collapse_role,L,theta_delta_S,theta_R,basal_mode,basal_q,mad_kappa,hop,n_symbols,basal_idx_start,basal_idx_end,search_start_idx,search_end_idx,alarmed,lead_time_h,detection_hr,first_alarm_idx,n_alarm_samples_search,n_core_alarm_samples_search,mean_S_approach,mean_D_approach,frac_low_div_approach,frac_high_syn_approach,error
vfdb,607,VT,too_short,0.037178887261284724,0.0,0.011153666178385417,0.026025221082899307,0.037178887261284724,vfdb_607_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,1856,0,100,27,99,0,nan,nan,,0,0,0.46645000000000003,0.4809027777777778,0.0,0.0,
vfdb,607,VT,too_short,0.037178887261284724,0.0,0.011153666178385417,0.026025221082899307,0.037178887261284724,vfdb_607_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,1856,0,100,27,99,0,nan,nan,,0,0,0.46645000000000003,0.4809027777777778,0.0,0.0,
vfdb,607,VT,too_short,0.037178887261284724,0.0,0.011153666178385417,0.026025221082899307,0.037178887261284724,vfdb_607_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,1856,0,100,27,99,0,nan,nan,,0,0,0.46645000000000003,0.4809027777777778,0.0,0.0,
vfdb,607,VT,too_short,0.037178887261284724,0.0,0.011153666178385417,0.026025221082899307,0.037178887261284724,vfdb_607_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,1856,0,100,27,99,0,nan,nan,,0,0,nan,nan,0.0,0.0,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,2196,0,364,364,1076,1,0.18631443447536888,0.09732444763183594,374,7,7,0.4467820728291316,0.5734516028633675,0.0,0.0,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,2196,0,364,364,1076,0,nan,nan,,0,0,0.4467820728291316,0.5734516028633675,0.0,0.0,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,2196,0,364,364,1076,1,0.18783665974934893,0.0958022223578559,368,31,31,0.4467820728291316,0.5734516028633675,0.0,0.028011204481792718,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,2196,0,364,364,1076,1,0.18631443447536888,0.09732444763183594,374,7,7,0.4467820728291316,0.5734516028633675,0.0,0.0,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,2196,0,364,364,1076,0,nan,nan,,0,0,0.4467820728291316,0.5734516028633675,0.0,0.028011204481792718,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,2196,0,364,364,1076,0,nan,nan,,0,0,0.4041114845938376,0.6782601929660754,0.0,0.0,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,2115,0,621,621,1846,1,0.33188888549804685,0.17907221476236979,654,94,94,0.4750991922455574,0.5178603482319153,0.0,0.10823909531502424,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.10823909531502424,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,2115,0,621,621,1846,1,0.3343077596028645,0.1766533406575521,644,167,167,0.4750991922455574,0.5178603482319153,0.0,0.1583198707592892,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,2115,0,621,621,1846,1,0.33167777167426216,0.1792833285861545,655,46,46,0.4750991922455574,0.5178603482319153,0.0,0.06946688206785137,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,2115,0,621,621,1846,1,0.12943888346354165,0.381522216796875,1396,1,1,0.4750991922455574,0.5178603482319153,0.0,0.1583198707592892,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,2115,0,621,621,1846,1,0.31259777492947044,0.1983633253309462,721,2,2,0.43464022617124387,0.6222401723209479,0.0,0.5218093699515347,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,4121,0,621,621,1874,1,0.1965122307671441,0.13577333238389758,761,402,402,0.4853658692185007,0.460482013113592,0.11802232854864433,0.6730462519936204,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,4121,0,621,621,1874,1,0.07131222195095488,0.2609733412000868,1471,14,14,0.4853658692185007,0.460482013113592,0.11802232854864433,0.6730462519936204,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,4121,0,621,621,1874,1,0.19686889648437503,0.13541666666666666,759,498,498,0.4853658692185007,0.460482013113592,0.11802232854864433,0.733652312599681,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,4121,0,621,621,1874,1,0.08261555989583336,0.24967000325520833,1407,332,332,0.4853658692185007,0.460482013113592,0.11802232854864433,0.5901116427432217,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,4121,0,621,621,1874,1,0.07575112236870662,0.25653444078233506,1446,18,18,0.4853658692185007,0.460482013113592,0.11802232854864433,0.733652312599681,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,4121,0,621,621,1874,1,0.05369556003146703,0.27859000311957466,1571,7,7,0.4511251993620415,0.5615364167995747,0.0,0.7208931419457735,
vfdb,612,VT,short_15_60min,0.4742733425564236,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,vfdb_612_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,2456,0,473,473,1481,1,0.2807688903808594,0.19350445217556422,580,80,80,0.45000862745098036,0.5371459694989107,0.052941176470588235,0.16666666666666666,
vfdb,612,VT,short_15_60min,0.4742733425564236,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,vfdb_612_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,2456,0,473,473,1481,1,0.0008844672309027968,0.4733888753255208,1473,1,1,0.45000862745098036,0.5371459694989107,0.052941176470588235,0.16666666666666666,
vfdb,612,VT,short_15_60min,0.4742733425564236,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,vfdb_612_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,2456,0,473,473,1481,1,0.2820066833496094,0.19226665920681424,576,136,136,0.45000862745098036,0.5371459694989107,0.052941176470588235,0.2372549019607843,
vfdb,612,VT,short_15_60min,0.4742733425564236,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,vfdb_612_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,2456,0,473,473,1481,0,nan,nan,,0,0,0.45000862745098036,0.5371459694989107,0.052941176470588235,0.0,
vfdb,612,VT,short_15_60min,0.4742733425564236,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,vfdb_612_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,2456,0,473,473,1481,1,0.0072499932183159865,0.46702334933810763,1448,2,2,0.45000862745098036,0.5371459694989107,0.052941176470588235,0.2372549019607843,
vfdb,612,VT,short_15_60min,0.4742733425564236,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,vfdb_612_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,2456,0,473,473,1481,0,nan,nan,,0,0,0.4076782352941177,0.6320261437908498,0.0,0.19411764705882353,
vfdb,614,VT,short_15_60min,0.3954910956488715,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,vfdb_614_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,3474,0,433,433,1582,1,0.2452766587999132,0.15021443684895833,497,117,117,0.44475073313783,0.5319729553600521,0.016129032258064516,0.187683284457478,
vfdb,614,VT,short_15_60min,0.3954910956488715,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,vfdb_614_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,3474,0,433,433,1582,0,nan,nan,,0,0,0.44475073313783,0.5319729553600521,0.016129032258064516,0.187683284457478,
vfdb,614,VT,short_15_60min,0.3954910956488715,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,vfdb_614_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,3474,0,433,433,1582,1,0.24988998413085936,0.14560111151801217,480,293,293,0.44475073313783,0.5319729553600521,0.016129032258064516,0.3357771260997067,
vfdb,614,VT,short_15_60min,0.3954910956488715,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,vfdb_614_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,3474,0,433,433,1582,1,0.13298887464735243,0.2625022210015191,894,40,40,0.44475073313783,0.5319729553600521,0.016129032258064516,0.05865102639296188,
vfdb,614,VT,short_15_60min,0.3954910956488715,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,vfdb_614_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,3474,0,433,433,1582,1,0.1255899895562066,0.26990110609266493,933,2,2,0.44475073313783,0.5319729553600521,0.016129032258064516,0.3357771260997067,
vfdb,614,VT,short_15_60min,0.3954910956488715,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,vfdb_614_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,3474,0,433,433,1582,0,nan,nan,,0,0,0.40847228739002944,0.6453649397197785,0.0,0.33724340175953077,
vfdb,615,VT,too_short,0.09078999837239583,0.0,0.02723699951171875,0.06355299886067708,0.09078999837239583,vfdb_615_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,1586,0,100,70,237,0,nan,nan,,0,0,0.42874366197183095,0.5923317683881067,0.0,0.0,
vfdb,615,VT,too_short,0.09078999837239583,0.0,0.02723699951171875,0.06355299886067708,0.09078999837239583,vfdb_615_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,1586,0,100,70,237,0,nan,nan,,0,0,0.42874366197183095,0.5923317683881067,0.0,0.0,
vfdb,615,VT,too_short,0.09078999837239583,0.0,0.02723699951171875,0.06355299886067708,0.09078999837239583,vfdb_615_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,1586,0,100,70,237,0,nan,nan,,0,0,0.42874366197183095,0.5923317683881067,0.0,0.0,
vfdb,615,VT,too_short,0.09078999837239583,0.0,0.02723699951171875,0.06355299886067708,0.09078999837239583,vfdb_615_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,1586,0,100,70,237,0,nan,nan,,0,0,0.42874366197183095,0.5923317683881067,0.0,0.0,
vfdb,615,VT,too_short,0.09078999837239583,0.0,0.02723699951171875,0.06355299886067708,0.09078999837239583,vfdb_615_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,1586,0,100,70,237,0,nan,nan,,0,0,0.42874366197183095,0.5923317683881067,0.0,0.0,
vfdb,615,VT,too_short,0.09078999837239583,0.0,0.02723699951171875,0.06355299886067708,0.09078999837239583,vfdb_615_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,1586,0,100,70,237,0,nan,nan,,0,0,0.4045,0.6400625978090765,0.0,0.5774647887323944,
