source,record,event_label,duration_stratum,event_hr,basal_start,basal_end,approach_start,approach_end,path,detector,collapse_role,L,theta_delta_S,theta_R,n_symbols,basal_idx_start,basal_idx_end,search_start_idx,search_end_idx,alarmed,lead_time_h,detection_hr,first_alarm_idx,n_alarm_samples_search,n_core_alarm_samples_search,mean_S_approach,mean_D_approach,frac_low_div_approach,frac_high_syn_approach,error
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.10_R12,none,50,0.1,12,2115,0,621,621,1846,1,0.3300499810112847,0.18091111924913195,662,20,20,0.4750991922455574,0.5178603482319153,0.0,0.03715670436187399,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.12_R5,none,50,0.12,5,2115,0,621,621,1846,1,0.32756776597764753,0.1833933342827691,673,2,2,0.4750991922455574,0.5178603482319153,0.0,0.011308562197092083,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.12_R8,none,50,0.12,8,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.011308562197092083,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.12_R10,none,50,0.12,10,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.011308562197092083,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.12_R12,none,50,0.12,12,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.011308562197092083,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.15_R5,none,50,0.15,5,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.0,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.15_R8,none,50,0.15,8,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.0,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.15_R10,none,50,0.15,10,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.0,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.15_R12,none,50,0.15,12,2115,0,621,621,1846,0,nan,nan,,0,0,0.4750991922455574,0.5178603482319153,0.0,0.0,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.08_R5,none,50,0.08,5,4121,0,621,621,1874,1,0.1965122307671441,0.13577333238389758,761,402,402,0.4853658692185007,0.460482013113592,0.11802232854864433,0.6730462519936204,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.08_R8,none,50,0.08,8,4121,0,621,621,1874,1,0.08087000528971355,0.25141555786132813,1417,389,389,0.4853658692185007,0.460482013113592,0.11802232854864433,0.6730462519936204,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.08_R10,none,50,0.08,10,4121,0,621,621,1874,1,0.08052556355794271,0.25175999959309897,1419,383,383,0.4853658692185007,0.460482013113592,0.11802232854864433,0.6730462519936204,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.08_R12,none,50,0.08,12,4121,0,621,621,1874,1,0.08016667683919271,0.252118886311849,1421,379,379,0.4853658692185007,0.460482013113592,0.11802232854864433,0.6730462519936204,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.10_R5,none,50,0.1,5,4121,0,621,621,1874,1,0.07999111599392361,0.2522944471571181,1422,315,315,0.4853658692185007,0.460482013113592,0.11802232854864433,0.5661881977671451,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.10_R8,none,50,0.1,8,4121,0,621,621,1874,1,0.07717112223307293,0.25511444091796875,1438,298,298,0.4853658692185007,0.460482013113592,0.11802232854864433,0.5661881977671451,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.10_R10,none,50,0.1,10,4121,0,621,621,1874,1,0.07682111952039933,0.25546444363064236,1440,290,290,0.4853658692185007,0.460482013113592,0.11802232854864433,0.5661881977671451,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.10_R12,none,50,0.1,12,4121,0,621,621,1874,1,0.07646001180013023,0.25582555135091145,1442,282,282,0.4853658692185007,0.460482013113592,0.11802232854864433,0.5661881977671451,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.12_R5,none,50,0.12,5,4121,0,621,621,1874,1,0.07717112223307293,0.25511444091796875,1438,279,279,0.4853658692185007,0.460482013113592,0.11802232854864433,0.4768740031897927,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.12_R8,none,50,0.12,8,4121,0,621,621,1874,1,0.07663889567057292,0.25564666748046877,1441,270,270,0.4853658692185007,0.460482013113592,0.11802232854864433,0.4768740031897927,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.12_R10,none,50,0.12,10,4121,0,621,621,1874,1,0.07629777696397572,0.25598778618706597,1443,264,264,0.4853658692185007,0.460482013113592,0.11802232854864433,0.4768740031897927,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.12_R12,none,50,0.12,12,4121,0,621,621,1874,1,0.0759300062391493,0.2563555569118924,1445,258,258,0.4853658692185007,0.460482013113592,0.11802232854864433,0.4768740031897927,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.15_R5,none,50,0.15,5,4121,0,621,621,1874,1,0.07540000067816843,0.25688556247287325,1448,187,187,0.4853658692185007,0.460482013113592,0.11802232854864433,0.34768740031897927,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.15_R8,none,50,0.15,8,4121,0,621,621,1874,1,0.07486445109049483,0.25742111206054685,1451,172,172,0.4853658692185007,0.460482013113592,0.11802232854864433,0.34768740031897927,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.15_R10,none,50,0.15,10,4121,0,621,621,1874,1,0.06917000664605039,0.2631155565049913,1483,162,162,0.4853658692185007,0.460482013113592,0.11802232854864433,0.34768740031897927,
vfdb,611,VT,short_15_60min,0.3322855631510417,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,vfdb_611_clean.npz,I0_dS0.15_R12,none,50,0.15,12,4121,0,621,621,1874,1,0.06882000393337673,0.26346555921766496,1485,154,154,0.4853658692185007,0.460482013113592,0.11802232854864433,0.34768740031897927,
vfdb,612,VT,short_15_60min,0.4742733425564236,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,vfdb_612_clean.npz,I0_dS0.08_R5,none,50,0.08,5,2456,0,473,473,1481,1,0.2807688903808594,0.19350445217556422,580,80,80,0.45000862745098036,0.5371459694989107,0.052941176470588235,0.16666666666666666,
